timestamp_utc,open,high,low,close,volume
1773050100,24355.794,24362.849,24331.775,24344.197,0.0
1773050400,24343.849,24377.779,24340.544,24370.62,0.0
1773050700,24370.272,24386.447,24359.283,24366.458,0.0
1773051000,24367.066,24369.447,24346.881,24353.149,0.0
1773051300,24352.653,24354.838,24330.164,24336.969,0.0
1773051600,24337.686,24364.697,24323.783,24362.12,0.0
1773051900,24362.305,24365.599,24332.947,24335.149,0.0
1773052200,24335.12,24370.936,24329.022,24370.631,0.0
1773052500,24371.599,24396.25,24370.529,24379.914,0.0
1773052800,24379.403,24382.077,24353.338,24362.881,0.0
1773053100,24362.719,24385.779,24349.588,24350.149,0.0
1773053400,24349.642,24384.969,24348.87,24379.272,0.0
1773053700,24379.066,24381.029,24355.186,24357.279,0.0
1773054000,24357.392,24396.75,24352.577,24391.969,0.0
1773054300,24391.899,24406.936,24382.349,24385.022,0.0
1773054600,24384.783,24412.783,24374.175,24412.011,0.0
1773054900,24409.403,24419.261,24407.022,24416.425,0.0
1773055200,24416.316,24432.899,24413.631,24427.0,0.0
1773055500,24426.958,24430.283,24407.436,24425.533,0.0
1773055800,24425.881,24428.077,24375.219,24379.903,0.0
1773056100,24379.761,24385.403,24365.25,24366.022,0.0
1773056400,24366.316,24371.381,24337.131,24342.294,0.0
1773056700,24342.649,24354.099,24334.903,24335.469,0.0
1773057000,24335.566,24347.555,24324.153,24333.708,0.0
1773057300,24334.0,24354.149,24332.425,24353.327,0.0
1773057600,24353.0,24385.469,24349.797,24379.87,0.0
1773057900,24380.425,24385.044,24348.827,24366.414,0.0
1773058200,24366.544,24418.899,24364.283,24407.577,0.0
1773058500,24407.458,24414.697,24384.783,24388.529,0.0
1773058800,24388.055,24395.12,24376.62,24383.686,0.0
1773059100,24383.838,24407.077,24361.511,24406.414,0.0
1773059400,24406.522,24493.522,24406.522,24450.142,0.0
1773059700,24451.816,24465.37,24367.12,24373.533,0.0
1773060000,24374.011,24382.649,24328.761,24354.981,0.0
1773060300,24356.936,24385.458,24318.392,24335.349,0.0
1773060600,24335.392,24353.588,24293.231,24314.87,0.0
1773060900,24315.066,24382.783,24287.055,24344.522,0.0
1773061200,24338.805,24445.197,24326.522,24442.529,0.0
1773061500,24442.022,24448.947,24348.631,24360.447,0.0
1773061800,24360.305,24363.283,24297.587,24330.821,0.0
1773062100,24329.462,24380.961,24315.946,24367.915,0.0
1773062400,24366.317,24438.928,24325.124,24427.231,0.0
1773062700,24428.199,24441.19,24355.353,24375.157,0.0
1773063000,24374.233,24416.765,24371.863,24401.779,0.0
1773063300,24401.399,24477.595,24394.888,24456.49,0.0
1773063600,24455.969,24507.939,24437.124,24507.939,0.0
1773063900,24507.541,24546.883,24502.454,24542.761,0.0
1773064200,24541.913,24556.892,24520.141,24549.713,0.0
1773064500,24549.627,24549.659,24512.578,24521.765,0.0
1773064800,24521.619,24561.391,24521.619,24549.545,0.0
1773065100,24549.959,24569.986,24537.253,24545.212,0.0
1773065400,24544.462,24581.728,24540.73,24572.469,0.0
1773065700,24572.828,24596.589,24554.946,24576.289,0.0
1773066000,24576.615,24599.529,24565.95,24592.892,0.0
1773066300,24592.719,24621.767,24583.431,24615.773,0.0
1773066600,24615.86,24617.024,24574.911,24581.131,0.0
1773066900,24581.469,24589.609,24566.537,24576.766,0.0
1773067200,24576.037,24594.429,24566.762,24580.908,0.0
1773067500,24580.331,24614.359,24572.666,24600.814,0.0
1773067800,24600.739,24629.596,24588.875,24622.118,0.0
1773068100,24622.059,24630.164,24608.765,24614.763,0.0
1773068400,24615.307,24649.747,24604.007,24623.344,0.0
1773068700,24623.829,24646.755,24621.551,24635.309,0.0
1773069000,24634.618,24644.73,24617.394,24635.719,0.0
1773069300,24635.919,24644.658,24624.262,24636.326,0.0
1773069600,24637.087,24653.033,24606.597,24645.751,0.0
1773069900,24645.631,24699.253,24633.554,24661.673,0.0
1773070200,24662.292,24670.588,24625.482,24665.537,0.0
1773070500,24664.982,24691.111,24662.72,24681.049,0.0
1773070800,24681.733,24716.849,24681.375,24708.653,0.0
1773071100,24708.947,24719.919,24700.307,24707.596,0.0
1773071400,24707.357,24708.651,24684.872,24689.309,0.0
1773071700,24689.439,24706.273,24676.374,24680.01,0.0
1773072000,24680.293,24682.598,24647.381,24658.503,0.0
1773072300,24659.199,24665.033,24636.641,24656.532,0.0
1773072600,24656.919,24670.069,24643.4,24654.51,0.0
1773072900,24654.39,24658.566,24612.132,24615.656,0.0
1773073200,24615.917,24620.429,24587.116,24589.82,0.0
1773073500,24589.951,24594.942,24577.198,24583.809,0.0
1773073800,24583.66,24593.543,24573.002,24577.629,0.0
1773074100,24577.579,24588.265,24562.277,24567.1,0.0
1773074400,24566.85,24574.2,24546.881,24554.852,0.0
1773074700,24555.255,24590.469,24552.711,24571.487,0.0
1773075000,24571.574,24597.809,24564.324,24594.734,0.0
1773075300,24594.484,24601.097,24575.064,24582.457,0.0
1773075600,24582.271,24605.953,24580.293,24592.72,0.0
1773075900,24592.97,24617.097,24583.544,24587.674,0.0
1773076200,24587.783,24619.278,24584.598,24609.373,0.0
1773076500,24609.499,24633.302,24601.325,24630.553,0.0
1773076800,24630.325,24652.367,24601.004,24630.238,0.0
1773077100,24630.03,24632.154,24614.36,24620.025,0.0
1773077400,24620.547,24669.017,24618.002,24664.581,0.0
1773077700,24664.483,24671.485,24650.164,24657.645,0.0
1773078000,24658.119,24667.508,24650.014,24656.868,0.0
1773078300,24656.749,24677.469,24654.565,24664.535,0.0
1773078600,24664.318,24673.19,24653.784,24659.39,0.0
1773078900,24659.281,24659.281,24620.502,24625.358,0.0
1773079200,24625.52,24641.409,24618.597,24627.593,0.0
1773079500,24627.31,24634.859,24612.244,24631.917,0.0
1773079800,24631.623,24651.663,24630.644,24638.765,0.0
1773080100,24639.243,24751.154,24632.642,24751.154,0.0
1773080400,24823.524,24859.502,24792.889,24837.866,0.0
1773080700,24838.579,24928.975,24817.44,24922.845,0.0
1773081000,24922.639,24966.679,24864.744,24959.189,0.0
1773081300,24959.04,25022.429,24911.241,25013.305,0.0
1773081600,25012.718,25012.718,24899.836,24937.408,0.0
1773081900,24938.099,24963.954,24912.803,24943.227,0.0
1773082200,24942.935,24945.968,24906.919,24920.809,0.0
1773082500,24920.944,24986.389,24912.439,24960.052,0.0
1773082800,24960.835,24993.327,24925.166,24942.473,0.0
1773083100,24943.115,24947.746,24920.076,24923.409,0.0
1773083400,24922.913,24934.208,24902.91,24931.555,0.0
1773090000,24948.788,24948.788,24856.475,24882.975,0.0
1773090300,24884.17,24943.199,24877.714,24914.975,0.0
1773090600,24914.942,24915.008,24878.181,24905.225,0.0
1773090900,24904.431,24906.42,24869.203,24869.203,0.0
1773091200,24870.019,24878.7,24844.92,24855.497,0.0
1773091500,24855.497,24915.714,24844.192,24903.997,0.0
1773091800,24905.019,24905.475,24864.67,24867.449,0.0
1773092100,24867.475,24883.494,24861.736,24861.766,0.0
1773092400,24861.95,24901.349,24861.222,24898.419,0.0
1773092700,24897.864,24907.908,24892.919,24905.103,0.0
1773093000,24904.364,24905.979,24887.647,24888.266,0.0
1773093300,24889.092,24892.349,24866.747,24879.82,0.0
1773093600,24880.103,24881.722,24863.214,24878.349,0.0
1773093900,24877.32,24904.099,24869.408,24894.538,0.0
1773094200,24894.136,24904.266,24889.82,24898.103,0.0
1773094500,24897.299,24905.277,24885.614,24896.842,0.0
1773094800,24896.636,24899.099,24874.57,24875.222,0.0
1773095100,24875.625,24891.908,24875.625,24889.979,0.0
1773095400,24890.349,24891.255,24875.158,24876.614,0.0
1773095700,24876.897,24878.005,24864.125,24866.777,0.0
1773096000,24866.82,24873.349,24847.788,24849.472,0.0
1773096300,24849.158,24859.114,24846.147,24849.538,0.0
1773096600,24850.147,24850.625,24831.255,24845.32,0.0
1773096900,24845.744,24855.729,24839.472,24854.364,0.0
1773097200,24850.603,24865.788,24832.766,24857.2,0.0
1773097500,24857.103,24860.592,24828.2,24834.353,0.0
1773097800,24834.114,24834.114,24805.549,24813.849,0.0
1773098100,24814.233,24858.57,24813.908,24858.57,0.0
1773098400,24858.147,24882.766,24842.733,24877.864,0.0
1773098700,24878.049,24891.114,24866.67,24889.461,0.0
1773099000,24889.625,24897.766,24866.57,24875.266,0.0
1773099300,24875.603,24918.479,24867.7,24915.147,0.0
1773099600,24916.038,24938.114,24902.972,24932.081,0.0
1773099900,24932.233,24942.494,24918.081,24923.788,0.0
1773100200,24923.853,24933.919,24908.114,24914.603,0.0
1773100500,24915.755,24919.849,24905.994,24907.505,0.0
1773100800,24907.114,24934.45,24898.353,24902.875,0.0
1773101100,24902.669,24938.972,24900.092,24935.229,0.0
1773101400,24935.103,24947.114,24926.038,24935.211,0.0
1773101700,24935.233,24946.647,24921.603,24924.875,0.0
1773102000,24925.744,24939.592,24922.244,24936.125,0.0
1773102300,24935.7,24949.842,24922.136,24927.842,0.0
1773102600,24927.625,24941.479,24915.299,24924.729,0.0
1773102900,24924.386,24938.744,24911.331,24918.886,0.0
1773103200,24918.658,24923.599,24908.229,24920.766,0.0
1773103500,24921.049,24950.125,24917.45,24945.299,0.0
1773103800,24945.099,24963.255,24944.733,24959.483,0.0
1773104100,24958.972,24970.729,24955.505,24960.527,0.0
1773104400,24960.599,24971.549,24951.647,24955.494,0.0
1773104700,24955.592,24959.125,24941.397,24947.527,0.0
1773105000,24947.397,24956.255,24939.331,24949.722,0.0
1773105300,24949.82,24951.599,24939.95,24951.114,0.0
1773105600,24950.961,24953.136,24941.255,24945.005,0.0
1773105900,24945.081,24949.244,24941.222,24946.103,0.0
1773106200,24946.386,24948.349,24915.103,24925.614,0.0
1773106500,24925.864,24932.099,24919.625,24928.538,0.0
1773106800,24928.875,24933.729,24912.32,24917.636,0.0
1773107100,24917.494,24921.864,24895.222,24897.147,0.0
1773107400,24897.005,24897.729,24883.038,24888.211,0.0
1773107700,24888.103,24904.038,24879.527,24899.233,0.0
1773108000,24899.461,24922.919,24894.222,24903.125,0.0
1773108300,24902.7,24917.081,24897.831,24902.711,0.0
1773108600,24902.95,24915.233,24899.722,24901.136,0.0
1773108900,24901.599,24912.549,24893.169,24910.229,0.0
1773109200,24909.919,24933.729,24905.7,24914.353,0.0
1773109500,24914.729,24915.864,24882.647,24896.211,0.0
1773109800,24895.979,24897.831,24879.614,24880.853,0.0
1773110100,24880.386,24884.288,24859.016,24863.527,0.0
1773110400,24863.125,24869.125,24838.353,24839.364,0.0
1773110700,24839.549,24849.229,24827.016,24842.516,0.0
1773111000,24842.222,24867.099,24838.419,24864.516,0.0
1773111300,24864.266,24870.788,24853.581,24859.897,0.0
1773111600,24860.005,24864.038,24842.375,24845.788,0.0
1773111900,24845.897,24861.849,24835.669,24848.461,0.0
1773112200,24848.386,24865.729,24847.581,24862.45,0.0
1773112500,24862.016,24877.7,24855.114,24875.864,0.0
1773112800,24875.353,24878.729,24868.658,24869.669,0.0
1773113100,24870.538,24877.349,24856.016,24859.961,0.0
1773113400,24860.103,24873.549,24852.419,24867.614,0.0
1773113700,24867.82,24888.853,24860.081,24887.625,0.0
1773114000,24887.342,24891.603,24876.853,24879.647,0.0
1773114300,24878.614,24885.479,24874.82,24881.483,0.0
1773114600,24881.7,24881.7,24854.658,24859.919,0.0
1773114900,24860.222,24884.755,24858.266,24876.722,0.0
1773115200,24875.788,24921.766,24875.788,24917.277,0.0
1773115500,24917.147,24928.353,24904.744,24919.908,0.0
1773115800,24918.364,24928.349,24910.875,24912.397,0.0
1773116100,24912.125,24921.897,24901.222,24910.581,0.0
1773116400,24910.549,24917.849,24894.211,24894.669,0.0
1773116700,24894.353,24910.375,24891.788,24906.849,0.0
1773117000,24905.983,24926.049,24894.136,24922.016,0.0
1773117300,24922.099,24922.099,24903.114,24913.049,0.0
1773117600,24913.103,24917.45,24906.897,24912.788,0.0
1773117900,24913.299,24925.766,24907.005,24921.081,0.0
1773118200,24921.408,24933.538,24919.777,24923.919,0.0
1773118500,24924.229,24934.549,24922.158,24929.581,0.0
1773118800,24930.081,24939.049,24925.331,24937.799,0.0
1773119100,24937.603,24939.729,24925.244,24932.038,0.0
1773119400,24931.505,24936.099,24923.244,24933.831,0.0
1773119700,24934.169,24936.479,24916.527,24919.908,0.0
1773120000,24919.777,24923.599,24913.919,24921.994,0.0
